# partition_overlap_shell_SrTiO3.csv - scripts/scan_partition_sensitivity.py
# Per-mode Route S vs Route H comparison over the 150-200 cm-1 shell at 300 K.
# gamma_S = -D/(2*omega0^2); gamma_H = -D/(2*omega_r^2), omega_r from the
# 300 K bare->renormalized eigenvalue map; rel_diff = (gamma_H-gamma_S)/|gamma_S|.
q_index,branch,omega0_cm1,omega_r_cm1,D_cm2,gamma_S,gamma_H,rel_diff
662,5,183.6363,221.0395,-98310.5170,1.457649,1.006075,-0.309797
662,6,183.8410,222.3234,99514.0805,-1.472210,-1.006663,0.316223
669,5,183.6363,221.0395,-98310.5170,1.457649,1.006075,-0.309797
669,6,183.8410,222.3234,99514.0805,-1.472210,-1.006663,0.316223
670,5,156.1660,183.7616,12490.9454,-0.256090,-0.184951,0.277790
672,5,156.1660,183.7616,-15049.2275,0.308540,0.222831,-0.277790
673,5,183.6363,221.0395,-95463.8483,1.415442,0.976943,-0.309797
673,6,183.8410,222.3234,103251.5436,-1.527502,-1.044470,0.316223
680,5,183.6363,221.0395,-95463.8483,1.415442,0.976943,-0.309797
680,6,183.8410,222.3234,103251.5436,-1.527502,-1.044470,0.316223
681,5,156.1660,183.7616,-15049.2275,0.308540,0.222831,-0.277790
683,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
684,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
684,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
691,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
691,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
692,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
694,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
695,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
695,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
702,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
702,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
703,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
704,5,191.0866,218.9916,-78440.0550,1.074107,0.817811,-0.238613
705,4,167.5839,196.2287,-15071.2437,0.268321,0.195702,-0.270644
705,5,181.6083,212.3566,-78574.5174,1.191189,0.871205,-0.268626
705,6,192.2522,224.1652,71096.0367,-0.961773,-0.707423,0.264460
706,4,169.1772,193.5338,1977.0301,-0.034538,-0.026392,0.235865
706,5,183.8927,222.6467,20444.5492,-0.302286,-0.206213,0.317824
706,6,197.0307,224.4329,-16494.2903,0.212440,0.163731,-0.229283
707,5,170.5155,202.4439,-11472.3247,0.197285,0.139963,-0.290555
707,6,188.9709,215.4552,32998.2824,-0.462032,-0.355425,0.230735
708,5,177.6582,207.7214,427.5044,-0.006772,-0.004954,0.268511
708,6,185.7286,222.1910,35594.4080,-0.515934,-0.360495,0.301278
709,5,183.6363,221.0395,-17274.6671,0.256131,0.176783,-0.309797
709,6,183.8410,222.3234,53084.7912,-0.785336,-0.536994,0.316223
710,5,183.6363,221.0395,-17274.6671,0.256131,0.176783,-0.309797
710,6,183.8410,222.3234,53084.7912,-0.785336,-0.536994,0.316223
711,5,177.6582,207.7214,427.5044,-0.006772,-0.004954,0.268511
711,6,185.7286,222.1910,35594.4080,-0.515934,-0.360495,0.301278
712,5,170.5155,202.4439,-11472.3247,0.197285,0.139963,-0.290555
712,6,188.9709,215.4552,32998.2824,-0.462032,-0.355425,0.230735
713,4,169.1772,193.5338,1977.0301,-0.034538,-0.026392,0.235865
713,5,183.8927,222.6467,20444.5492,-0.302286,-0.206213,0.317824
713,6,197.0307,224.4329,-16494.2903,0.212440,0.163731,-0.229283
714,4,167.5839,196.2287,-15071.2437,0.268321,0.195702,-0.270644
714,5,181.6083,212.3566,-78574.5174,1.191189,0.871205,-0.268626
714,6,192.2522,224.1652,71096.0367,-0.961773,-0.707423,0.264460
715,5,173.2883,194.9074,-62298.6701,1.037315,0.819959,-0.209537
715,6,176.8875,208.6933,-1870.8457,0.029896,0.021478,-0.281582
716,4,154.2329,181.2668,-9309.0765,0.195669,0.141658,-0.276035
716,5,168.9289,193.9578,-24052.8823,0.421433,0.319685,-0.241434
716,6,192.4086,224.9646,-34056.3422,0.459959,0.336465,-0.268489
717,4,167.5839,196.2287,12187.6016,-0.216982,-0.158257,0.270644
717,5,181.6083,212.3566,38183.9482,-0.578868,-0.423369,0.268626
717,6,192.2522,224.1652,-58323.5916,0.788990,0.580334,-0.264460
718,5,164.4916,190.9817,52899.7049,-0.977542,-0.725170,0.258170
719,5,159.5413,196.8466,97226.4253,-1.909889,-1.254580,0.343114
720,5,156.1660,183.7616,126075.3722,-2.584801,-1.866770,0.277790
721,5,156.1660,183.7616,126075.3722,-2.584801,-1.866770,0.277790
722,5,159.5413,196.8466,97226.4253,-1.909889,-1.254580,0.343114
723,5,164.4916,190.9817,52899.7049,-0.977542,-0.725170,0.258170
724,4,167.5839,196.2287,12187.6016,-0.216982,-0.158257,0.270644
724,5,181.6083,212.3566,38183.9482,-0.578868,-0.423369,0.268626
724,6,192.2522,224.1652,-58323.5916,0.788990,0.580334,-0.264460
725,4,154.2329,181.2668,-9309.0765,0.195669,0.141658,-0.276035
725,5,168.9289,193.9578,-24052.8823,0.421433,0.319685,-0.241434
725,6,192.4086,224.9646,-34056.3422,0.459959,0.336465,-0.268489
726,5,161.3193,188.5989,2373.6596,-0.045605,-0.033366,0.268365
726,6,161.3193,188.5989,2194.2305,-0.042158,-0.030844,0.268365
726,7,162.6092,188.0269,2432.5955,-0.045999,-0.034403,0.252089
727,5,173.2883,194.9074,1477.9672,-0.024609,-0.019453,0.209537
727,6,176.8875,208.6933,2555.2612,-0.040833,-0.029335,0.281582
728,5,191.0866,218.9916,2612.2918,-0.035771,-0.027236,0.238613
735,5,191.0866,218.9916,2612.2918,-0.035771,-0.027236,0.238613
736,5,173.2883,194.9074,1477.9672,-0.024609,-0.019453,0.209537
736,6,176.8875,208.6933,2555.2612,-0.040833,-0.029335,0.281582
737,5,173.2883,194.9074,-62298.6701,1.037315,0.819959,-0.209537
737,6,176.8875,208.6933,-1870.8457,0.029896,0.021478,-0.281582
738,4,154.2329,181.2668,-9309.0765,0.195669,0.141658,-0.276035
738,5,168.9289,193.9578,-24052.8823,0.421433,0.319685,-0.241434
738,6,192.4086,224.9646,-34056.3422,0.459959,0.336465,-0.268489
739,4,167.5839,196.2287,12187.6016,-0.216982,-0.158257,0.270644
739,5,181.6083,212.3566,38183.9482,-0.578868,-0.423369,0.268626
739,6,192.2522,224.1652,-58323.5916,0.788990,0.580334,-0.264460
740,5,164.4916,190.9817,52899.7049,-0.977542,-0.725170,0.258170
741,5,159.5413,196.8466,97226.4253,-1.909889,-1.254580,0.343114
742,5,156.1660,183.7616,126075.3722,-2.584801,-1.866770,0.277790
743,5,156.1660,183.7616,126075.3722,-2.584801,-1.866770,0.277790
744,5,159.5413,196.8466,97226.4253,-1.909889,-1.254580,0.343114
745,5,164.4916,190.9817,52899.7049,-0.977542,-0.725170,0.258170
746,4,167.5839,196.2287,12187.6016,-0.216982,-0.158257,0.270644
746,5,181.6083,212.3566,38183.9482,-0.578868,-0.423369,0.268626
746,6,192.2522,224.1652,-58323.5916,0.788990,0.580334,-0.264460
747,4,154.2329,181.2668,-9309.0765,0.195669,0.141658,-0.276035
747,5,168.9289,193.9578,-24052.8823,0.421433,0.319685,-0.241434
747,6,192.4086,224.9646,-34056.3422,0.459959,0.336465,-0.268489
748,5,191.0866,218.9916,-78440.0550,1.074107,0.817811,-0.238613
749,4,167.5839,196.2287,-15071.2437,0.268321,0.195702,-0.270644
749,5,181.6083,212.3566,-78574.5174,1.191189,0.871205,-0.268626
749,6,192.2522,224.1652,71096.0367,-0.961773,-0.707423,0.264460
750,4,169.1772,193.5338,1977.0301,-0.034538,-0.026392,0.235865
750,5,183.8927,222.6467,20444.5492,-0.302286,-0.206213,0.317824
750,6,197.0307,224.4329,-16494.2903,0.212440,0.163731,-0.229283
751,5,170.5155,202.4439,-11472.3247,0.197285,0.139963,-0.290555
751,6,188.9709,215.4552,32998.2824,-0.462032,-0.355425,0.230735
752,5,177.6582,207.7214,427.5044,-0.006772,-0.004954,0.268511
752,6,185.7286,222.1910,35594.4080,-0.515934,-0.360495,0.301278
753,5,183.6363,221.0395,-17274.6671,0.256131,0.176783,-0.309797
753,6,183.8410,222.3234,53084.7912,-0.785336,-0.536994,0.316223
754,5,183.6363,221.0395,-17274.6671,0.256131,0.176783,-0.309797
754,6,183.8410,222.3234,53084.7912,-0.785336,-0.536994,0.316223
755,5,177.6582,207.7214,427.5044,-0.006772,-0.004954,0.268511
755,6,185.7286,222.1910,35594.4080,-0.515934,-0.360495,0.301278
756,5,170.5155,202.4439,-11472.3247,0.197285,0.139963,-0.290555
756,6,188.9709,215.4552,32998.2824,-0.462032,-0.355425,0.230735
757,4,169.1772,193.5338,1977.0301,-0.034538,-0.026392,0.235865
757,5,183.8927,222.6467,20444.5492,-0.302286,-0.206213,0.317824
757,6,197.0307,224.4329,-16494.2903,0.212440,0.163731,-0.229283
758,4,167.5839,196.2287,-15071.2437,0.268321,0.195702,-0.270644
758,5,181.6083,212.3566,-78574.5174,1.191189,0.871205,-0.268626
758,6,192.2522,224.1652,71096.0367,-0.961773,-0.707423,0.264460
760,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
761,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
761,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
768,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
768,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
769,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
771,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
772,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
772,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
779,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
779,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
780,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
782,5,156.1660,183.7616,-15049.2275,0.308540,0.222831,-0.277790
783,5,183.6363,221.0395,-95463.8483,1.415442,0.976943,-0.309797
783,6,183.8410,222.3234,103251.5436,-1.527502,-1.044470,0.316223
790,5,183.6363,221.0395,-95463.8483,1.415442,0.976943,-0.309797
790,6,183.8410,222.3234,103251.5436,-1.527502,-1.044470,0.316223
791,5,156.1660,183.7616,-15049.2275,0.308540,0.222831,-0.277790
793,5,156.1660,183.7616,12490.9454,-0.256090,-0.184951,0.277790
794,5,183.6363,221.0395,-98310.5170,1.457649,1.006075,-0.309797
794,6,183.8410,222.3234,99514.0805,-1.472210,-1.006663,0.316223
801,5,183.6363,221.0395,-98310.5170,1.457649,1.006075,-0.309797
801,6,183.8410,222.3234,99514.0805,-1.472210,-1.006663,0.316223
802,5,156.1660,183.7616,12490.9454,-0.256090,-0.184951,0.277790
804,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
805,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
805,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
812,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
812,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
813,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
815,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
816,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
816,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
823,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
823,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
824,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
825,5,191.0866,218.9916,91960.3944,-1.259246,-0.958773,0.238613
826,4,167.5839,196.2287,12645.7714,-0.225139,-0.164207,0.270644
826,5,181.6083,212.3566,84538.3753,-1.281601,-0.937330,0.268626
826,6,192.2522,224.1652,-59143.3187,0.800079,0.588490,-0.264460
827,4,169.1772,193.5338,4894.6361,-0.085508,-0.065340,0.235865
827,5,183.8927,222.6467,-13296.2914,0.196595,0.134112,-0.317824
827,6,197.0307,224.4329,24654.9664,-0.317546,-0.244738,0.229283
828,5,170.5155,202.4439,16031.1950,-0.275682,-0.195581,0.290555
828,6,188.9709,215.4552,-22230.5658,0.311265,0.239446,-0.230735
829,5,177.6582,207.7214,3925.0880,-0.062180,-0.045484,0.268511
829,6,185.7286,222.1910,-26509.6695,0.384253,0.268486,-0.301278
830,5,183.6363,221.0395,-47315.1244,0.701541,0.484206,-0.309797
830,6,183.8410,222.3234,23055.5308,-0.341083,-0.233225,0.316223
831,5,183.6363,221.0395,-47315.1244,0.701541,0.484206,-0.309797
831,6,183.8410,222.3234,23055.5308,-0.341083,-0.233225,0.316223
832,5,177.6582,207.7214,3925.0880,-0.062180,-0.045484,0.268511
832,6,185.7286,222.1910,-26509.6695,0.384253,0.268486,-0.301278
833,5,170.5155,202.4439,16031.1950,-0.275682,-0.195581,0.290555
833,6,188.9709,215.4552,-22230.5658,0.311265,0.239446,-0.230735
834,4,169.1772,193.5338,4894.6361,-0.085508,-0.065340,0.235865
834,5,183.8927,222.6467,-13296.2914,0.196595,0.134112,-0.317824
834,6,197.0307,224.4329,24654.9664,-0.317546,-0.244738,0.229283
835,4,167.5839,196.2287,12645.7714,-0.225139,-0.164207,0.270644
835,5,181.6083,212.3566,84538.3753,-1.281601,-0.937330,0.268626
835,6,192.2522,224.1652,-59143.3187,0.800079,0.588490,-0.264460
836,5,173.2883,194.9074,64691.2926,-1.077153,-0.851450,0.209537
836,6,176.8875,208.6933,6470.8299,-0.103404,-0.074287,0.281582
837,4,154.2329,181.2668,3704.1379,-0.077858,-0.056366,0.276035
837,5,168.9289,193.9578,28487.4659,-0.499132,-0.378625,0.241434
837,6,192.4086,224.9646,33367.8924,-0.450661,-0.329663,0.268489
838,4,167.5839,196.2287,-20172.6669,0.359144,0.261944,-0.270644
838,5,181.6083,212.3566,-33161.1312,0.502722,0.367678,-0.268626
838,6,192.2522,224.1652,61051.6085,-0.825894,-0.607478,0.264460
839,5,164.4916,190.9817,-63705.1425,1.177218,0.873295,-0.258170
840,5,159.5413,196.8466,-108141.5390,2.124303,1.395425,-0.343114
841,5,156.1660,183.7616,-136865.1405,2.806013,2.026532,-0.277790
842,5,156.1660,183.7616,-136865.1405,2.806013,2.026532,-0.277790
843,5,159.5413,196.8466,-108141.5390,2.124303,1.395425,-0.343114
844,5,164.4916,190.9817,-63705.1425,1.177218,0.873295,-0.258170
845,4,167.5839,196.2287,-20172.6669,0.359144,0.261944,-0.270644
845,5,181.6083,212.3566,-33161.1312,0.502722,0.367678,-0.268626
845,6,192.2522,224.1652,61051.6085,-0.825894,-0.607478,0.264460
846,4,154.2329,181.2668,3704.1379,-0.077858,-0.056366,0.276035
846,5,168.9289,193.9578,28487.4659,-0.499132,-0.378625,0.241434
846,6,192.4086,224.9646,33367.8924,-0.450661,-0.329663,0.268489
847,5,153.4098,182.7898,2381.2803,-0.050591,-0.035635,0.295628
847,6,154.2668,181.2816,2126.3432,-0.044674,-0.032352,0.275835
847,7,154.2668,181.2816,1838.7652,-0.038632,-0.027976,0.275835
848,5,167.9085,195.6847,4626.5986,-0.082051,-0.060411,0.263740
848,6,169.3118,194.8184,-1180.8216,0.020596,0.015556,-0.244709
848,7,199.3402,228.9872,2192.2949,-0.027585,-0.020905,0.242178
849,5,178.5162,207.7436,523.7122,-0.008217,-0.006067,0.261586
856,5,178.5162,207.7436,523.7122,-0.008217,-0.006067,0.261586
857,5,167.9085,195.6847,4626.5986,-0.082051,-0.060411,0.263740
857,6,169.3118,194.8184,-1180.8216,0.020596,0.015556,-0.244709
857,7,199.3402,228.9872,2192.2949,-0.027585,-0.020905,0.242178
858,5,167.9085,195.6847,-180456.6390,3.200351,2.356292,-0.263740
858,6,169.3118,194.8184,-10772.5969,0.187895,0.141916,-0.244709
858,7,199.3402,228.9872,-104112.2529,1.310033,0.992772,-0.242178
859,4,160.8842,190.6590,-39696.8673,0.766831,0.546024,-0.287948
859,5,162.2677,187.9766,-59590.2180,1.131568,0.843213,-0.254828
859,6,186.8165,216.4994,-114005.1238,1.633293,1.216133,-0.255410
860,4,170.5950,202.1966,56815.7000,-0.976126,-0.694850,0.288156
860,5,172.8668,195.9237,55283.8117,-0.925006,-0.720102,0.221516
860,6,189.2145,215.7782,-163821.3721,2.287873,1.759241,-0.231058
861,5,167.1975,196.8728,158441.5989,-2.833867,-2.043939,0.278746
862,5,162.6052,188.0264,262696.4870,-4.967700,-3.715240,0.252121
863,5,159.5413,196.8466,320094.9869,-6.287858,-4.130408,0.343114
864,5,159.5413,196.8466,320094.9869,-6.287858,-4.130408,0.343114
865,5,162.6052,188.0264,262696.4870,-4.967700,-3.715240,0.252121
866,5,167.1975,196.8728,158441.5989,-2.833867,-2.043939,0.278746
867,4,170.5950,202.1966,56815.7000,-0.976126,-0.694850,0.288156
867,5,172.8668,195.9237,55283.8117,-0.925006,-0.720102,0.221516
867,6,189.2145,215.7782,-163821.3721,2.287873,1.759241,-0.231058
868,4,160.8842,190.6590,-39696.8673,0.766831,0.546024,-0.287948
868,5,162.2677,187.9766,-59590.2180,1.131568,0.843213,-0.254828
868,6,186.8165,216.4994,-114005.1238,1.633293,1.216133,-0.255410
869,5,178.5162,207.7436,-110714.9605,1.737085,1.282688,-0.261586
870,4,170.5950,202.1966,-13696.2551,0.235309,0.167504,-0.288156
870,5,172.8668,195.9237,-124068.7069,2.075911,1.616064,-0.221516
870,6,189.2145,215.7782,120611.2241,-1.684415,-1.295217,0.231058
871,4,164.2038,193.8608,11685.4761,-0.216696,-0.155466,0.282559
871,5,183.5961,220.7867,-106531.6428,1.580236,1.092705,-0.308518
871,6,184.3068,225.2220,126965.0393,-1.868838,-1.251505,0.330330
872,5,169.6882,198.4616,-69695.2017,1.210234,0.884749,-0.268944
872,6,181.3602,212.0570,116730.7866,-1.774482,-1.297927,0.268560
873,5,177.0942,208.4334,-32263.7318,0.514370,0.371321,-0.278105
873,6,180.2874,210.7611,119082.0492,-1.831833,-1.340403,0.268272
874,5,177.6582,207.7214,59955.7502,-0.949796,-0.694766,0.268511
874,6,185.7286,222.1910,31218.8518,-0.452511,-0.316180,0.301278
875,5,177.6582,207.7214,59955.7502,-0.949796,-0.694766,0.268511
875,6,185.7286,222.1910,31218.8518,-0.452511,-0.316180,0.301278
876,5,177.0942,208.4334,-32263.7318,0.514370,0.371321,-0.278105
876,6,180.2874,210.7611,119082.0492,-1.831833,-1.340403,0.268272
877,5,169.6882,198.4616,-69695.2017,1.210234,0.884749,-0.268944
877,6,181.3602,212.0570,116730.7866,-1.774482,-1.297927,0.268560
878,4,164.2038,193.8608,11685.4761,-0.216696,-0.155466,0.282559
878,5,183.5961,220.7867,-106531.6428,1.580236,1.092705,-0.308518
878,6,184.3068,225.2220,126965.0393,-1.868838,-1.251505,0.330330
879,4,170.5950,202.1966,-13696.2551,0.235309,0.167504,-0.288156
879,5,172.8668,195.9237,-124068.7069,2.075911,1.616064,-0.221516
879,6,189.2145,215.7782,120611.2241,-1.684415,-1.295217,0.231058
881,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
882,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
882,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
889,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
889,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
890,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
892,5,162.6052,188.0264,-69613.4500,1.316419,0.984523,-0.252121
893,5,177.0942,208.4334,111949.8064,-1.784780,-1.288423,0.278105
893,6,180.2874,210.7611,-104485.2789,1.607291,1.176100,-0.268272
900,5,177.0942,208.4334,111949.8064,-1.784780,-1.288423,0.278105
900,6,180.2874,210.7611,-104485.2789,1.607291,1.176100,-0.268272
901,5,162.6052,188.0264,-69613.4500,1.316419,0.984523,-0.252121
903,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
904,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
904,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
911,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
911,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
912,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
914,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
915,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
915,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
922,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
922,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
923,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
925,5,162.6052,188.0264,68203.7993,-1.289762,-0.964586,0.252121
926,5,177.0942,208.4334,-105268.9357,1.678269,1.211534,-0.278105
926,6,180.2874,210.7611,107498.4274,-1.653642,-1.210016,0.268272
933,5,177.0942,208.4334,-105268.9357,1.678269,1.211534,-0.278105
933,6,180.2874,210.7611,107498.4274,-1.653642,-1.210016,0.268272
934,5,162.6052,188.0264,68203.7993,-1.289762,-0.964586,0.252121
936,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
937,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
937,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
944,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
944,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
945,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
946,5,178.5162,207.7436,120784.1983,-1.895069,-1.399345,0.261586
947,4,170.5950,202.1966,13421.0355,-0.230581,-0.164138,0.288156
947,5,172.8668,195.9237,130579.4692,-2.184849,-1.700870,0.221516
947,6,189.2145,215.7782,-115418.1643,1.611890,1.239450,-0.231058
948,4,164.2038,193.8608,-3249.0127,0.060250,0.043226,-0.282559
948,5,183.5961,220.7867,110544.3836,-1.639759,-1.133864,0.308518
948,6,184.3068,225.2220,-120500.3271,1.773682,1.187782,-0.330330
949,5,169.6882,198.4616,76886.7545,-1.335113,-0.976043,0.268944
949,6,181.3602,212.0570,-110674.2936,1.682414,1.230585,-0.268560
950,5,177.0942,208.4334,40983.4536,-0.653386,-0.471676,0.278105
950,6,180.2874,210.7611,-116173.0421,1.787083,1.307659,-0.268272
951,5,177.6582,207.7214,-54441.3280,0.862439,0.630865,-0.268511
951,6,185.7286,222.1910,-27101.7428,0.392835,0.274482,-0.301278
952,5,177.6582,207.7214,-54441.3280,0.862439,0.630865,-0.268511
952,6,185.7286,222.1910,-27101.7428,0.392835,0.274482,-0.301278
953,5,177.0942,208.4334,40983.4536,-0.653386,-0.471676,0.278105
953,6,180.2874,210.7611,-116173.0421,1.787083,1.307659,-0.268272
954,5,169.6882,198.4616,76886.7545,-1.335113,-0.976043,0.268944
954,6,181.3602,212.0570,-110674.2936,1.682414,1.230585,-0.268560
955,4,164.2038,193.8608,-3249.0127,0.060250,0.043226,-0.282559
955,5,183.5961,220.7867,110544.3836,-1.639759,-1.133864,0.308518
955,6,184.3068,225.2220,-120500.3271,1.773682,1.187782,-0.330330
956,4,170.5950,202.1966,13421.0355,-0.230581,-0.164138,0.288156
956,5,172.8668,195.9237,130579.4692,-2.184849,-1.700870,0.221516
956,6,189.2145,215.7782,-115418.1643,1.611890,1.239450,-0.231058
957,5,167.9085,195.6847,182026.5486,-3.228193,-2.376791,0.263740
957,6,169.3118,194.8184,15589.4865,-0.271911,-0.205372,0.244709
957,7,199.3402,228.9872,107400.4957,-1.351408,-1.024128,0.242178
958,4,160.8842,190.6590,37346.4958,-0.721428,-0.513695,0.287948
958,5,162.2677,187.9766,60477.0688,-1.148409,-0.855762,0.254828
958,6,186.8165,216.4994,112858.5332,-1.616866,-1.203902,0.255410
959,4,170.5950,202.1966,-58437.9624,1.003997,0.714690,-0.288156
959,5,172.8668,195.9237,-60102.1882,1.005627,0.782864,-0.221516
959,6,189.2145,215.7782,169356.7530,-2.365178,-1.818684,0.231058
960,5,167.1975,196.8728,-166024.6209,2.969496,2.141762,-0.278746
961,5,162.6052,188.0264,-269285.0104,5.092292,3.808419,-0.252121
962,5,159.5413,196.8466,-326241.9040,6.408607,4.209726,-0.343114
963,5,159.5413,196.8466,-326241.9040,6.408607,4.209726,-0.343114
964,5,162.6052,188.0264,-269285.0104,5.092292,3.808419,-0.252121
965,5,167.1975,196.8728,-166024.6209,2.969496,2.141762,-0.278746
966,4,170.5950,202.1966,-58437.9624,1.003997,0.714690,-0.288156
966,5,172.8668,195.9237,-60102.1882,1.005627,0.782864,-0.221516
966,6,189.2145,215.7782,169356.7530,-2.365178,-1.818684,0.231058
967,4,160.8842,190.6590,37346.4958,-0.721428,-0.513695,0.287948
967,5,162.2677,187.9766,60477.0688,-1.148409,-0.855762,0.254828
967,6,186.8165,216.4994,112858.5332,-1.616866,-1.203902,0.255410
969,5,154.1963,181.2508,-96913.5509,2.038012,1.475009,-0.276251
969,6,154.2438,181.2716,98743.4529,-2.075214,-1.502516,0.275971
969,7,182.3716,213.2785,914.7356,-0.013752,-0.010055,0.268827
970,5,162.7111,188.0420,-587.8327,0.011102,0.008312,-0.251271
970,6,188.4963,214.8256,2272.0741,-0.031973,-0.024616,0.230102
977,5,162.7111,188.0420,-587.8327,0.011102,0.008312,-0.251271
977,6,188.4963,214.8256,2272.0741,-0.031973,-0.024616,0.230102
978,5,154.1963,181.2508,-96913.5509,2.038012,1.475009,-0.276251
978,6,154.2438,181.2716,98743.4529,-2.075214,-1.502516,0.275971
978,7,182.3716,213.2785,914.7356,-0.013752,-0.010055,0.268827
979,5,154.1963,181.2508,-255133.1132,5.365238,3.883085,-0.276251
979,6,154.2438,181.2716,-20994.6718,0.441229,0.319462,-0.275971
979,7,182.3716,213.2785,-286578.0699,4.308227,3.150061,-0.268827
980,5,168.3959,194.8630,-74225.9682,1.308768,0.977388,-0.253200
980,6,172.2358,197.4312,-215623.0125,3.634281,2.765882,-0.238946
980,7,187.9721,213.3861,-22534.9816,0.318890,0.247454,-0.224013
981,4,159.7666,195.8256,101895.3411,-1.995962,-1.328573,0.334369
981,5,173.5131,196.5100,26478.2588,-0.439739,-0.342839,0.220358
981,6,175.9483,209.8659,-255568.6391,4.127694,2.901308,-0.297112
982,5,170.8561,201.3811,209931.8517,-3.595734,-2.588278,0.280181
982,6,194.1189,222.7237,-42334.2726,0.561729,0.426706,-0.240369
983,5,167.1975,196.8728,323983.1205,-5.794722,-4.179469,0.278746
984,5,164.4916,190.9817,362893.3845,-6.705967,-4.974687,0.258170
985,5,164.4916,190.9817,362893.3845,-6.705967,-4.974687,0.258170
986,5,167.1975,196.8728,323983.1205,-5.794722,-4.179469,0.278746
987,5,170.8561,201.3811,209931.8517,-3.595734,-2.588278,0.280181
987,6,194.1189,222.7237,-42334.2726,0.561729,0.426706,-0.240369
988,4,159.7666,195.8256,101895.3411,-1.995962,-1.328573,0.334369
988,5,173.5131,196.5100,26478.2588,-0.439739,-0.342839,0.220358
988,6,175.9483,209.8659,-255568.6391,4.127694,2.901308,-0.297112
